"CAS","area","temperature","amount","duration"
"018919-94-3",1.88340865581314,25,20,0
"018919-94-3",4.26592033241555,25,20,0
"018919-94-3",7.60296697584253,25,20,0
"018919-94-3",1.26954610327923,25,20,0
"018919-94-3",1.81086998093012,25,20,0
"018919-94-3",9.29608403934593,25,20,0
"018919-94-3",8.01879055623095,25,20,0
"000556-71-8",0.429954858058016,25,20,0
"000556-71-8",1.55039894234751,25,20,0
"000556-71-8",2.63460412729761,25,20,0
"018919-94-3",2.94798751607851,25,20,0
"018919-94-3",2.18242348850537,25,20,0
"018919-94-3",5.56821821768674,25,20,0
"000556-71-8",0.269929723731692,25,20,0
"000556-71-8",1.37674925381423,25,20,0
"000556-71-8",1.95280611607971,25,20,0
"209414-08-4",0.357106356379014,25,20,0
"209414-08-4",0.808345334586113,25,20,0
"209414-08-4",0.208823576460519,25,20,0
"209414-08-4",0.381040022554305,25,20,0
"000556-71-8",0.129768093382437,25,20,0
"000556-71-8",0.462220572120094,25,20,0
"000556-71-8",0.903538098225645,25,20,0
"209414-08-4",0.211295028922021,25,20,0
"209414-08-4",0.528565672494521,25,20,0
"209414-08-4",0.132128808893561,25,20,0
"209414-08-4",2.59676859368744,25,20,0
"018919-94-3",0.608621201802833,25,20,0
"018919-94-3",2.05259047950438,25,20,0
"018919-94-3",1.07633197611903,25,20,0
"018919-94-3",1.28254916385425,25,20,0
"018919-94-3",0.612766254247007,25,20,0
"018919-94-3",1.64445822898025,25,20,0
"018919-94-3",5.44753804449896,25,20,0
"018919-94-3",3.25424047741218,25,20,0
"018919-94-3",0.766758238289487,25,20,0
"018919-94-3",1.47547809721133,25,20,0
"018919-94-3",2.65454999319805,25,20,0
"018919-94-3",1.40527565353666,25,20,0
"018919-94-3",1.53429841302191,25,20,0
"018919-94-3",5.38693821179266,25,20,0
"018919-94-3",0.21870657978093,25,20,0
"018919-94-3",0.317520944765978,25,20,0
"000556-71-8",0.362652088131248,25,20,0
"000556-71-8",0.206120991437321,25,20,0
"018919-94-3",4.92486409941896,25,20,0
"018919-94-3",4.40369201106319,25,20,0
"000556-71-8",1.21529513330247,25,20,0
"018919-94-3",0.917655182186322,25,20,0
"209414-08-4",0.0600244082230134,25,20,0
"000556-71-8",0.691050004740117,25,20,0
"000556-71-8",0.646617500385882,25,20,0
"000556-71-8",0.183572924915998,25,20,0
"209414-08-4",0.112730729704461,25,20,0
"000556-71-8",0.00711765248965647,25,20,0
"018919-94-3",0.0295555644301516,25,20,0
"018919-94-3",0.0142686673200192,25,20,0
"209414-08-4",0.370478862283838,25,20,0
"209414-08-4",0.106370064698407,25,20,0
"209414-08-4",0.216383681118027,25,20,0
"018919-94-3",0.00566946049991172,25,20,0
"018919-94-3",0.346361123962823,25,20,0
"018919-94-3",0.217782192028825,25,20,0
"000078-83-1",16.8204836693108,25,20,0
"000078-83-1",2.34702780699366,25,20,0
"000541-05-9",0.0209259442896119,25,20,0
"000110-86-1",0.713986090462634,25,20,0
"000543-27-1",1.16801686155622,25,20,0
"000541-05-9",1.55865303945049,25,20,0
"000541-05-9",10.8970053120405,25,20,0
"000541-05-9",11.1102147631449,25,20,0
"000629-20-9",0.0845210089133642,25,20,0
"1000406-03-2",0.0725458367893972,25,20,0
"000620-02-0",0.0548967806351072,25,20,0
"000556-67-2",12.2161477594961,25,20,0
"000556-67-2",0.0654152482612273,25,20,0
"000629-78-7",0.123729571668807,25,20,0
"001071-81-4",0.147476823829333,25,20,0
"002847-72-5",0.0815096689019704,25,20,0
"006975-98-0",0.227738654452998,25,20,0
"013151-34-3",0.173941077757127,25,20,0
"000104-87-0",0.757967747853909,25,20,0
"178442-31-4",6.2061862725857,25,20,0
"1000382-54-9",0.0969778811955958,25,20,0
"001120-21-4",1.22445835264085,25,20,0
"000124-19-6",0.338725918415057,25,20,0
"001632-70-8",0.0566538886939878,25,20,0
"037112-31-5",0.186196134208624,25,20,0
"303097-62-3",0.106972495020709,25,20,0
"000541-02-6",4.67440714686885,25,20,0
"1000071-88-9",0.0984239667422876,25,20,0
"1000071-88-9",0.126392022756425,25,20,0
"068595-69-7",0.195223649051024,25,20,0
"1000441-73-7",0.114102513570171,25,20,0
"1000441-73-7",0.133092252578035,25,20,0
"1000441-73-7",0.0737945981853935,25,20,0
"325728-88-9",0.170685055798871,25,20,0
"1000441-73-7",0.0675884469726938,25,20,0
"068595-80-2",0.103689987638773,25,20,0
"1000408-13-9",0.141154161534122,25,20,0
"1000071-88-9",0.0925147372641634,25,20,0
"015764-16-6",0.112997287681971,25,20,0
"055056-35-4",0.0295428452313642,25,20,0
"001014-60-4",0.0266073185836143,25,20,0
"000540-97-6",2.9503279415867,25,20,0
"1000347-25-6",0.0772681661476536,25,20,0
"001724-39-6",0.0631757771340626,25,20,0
"000469-61-4",0.0147218809337029,25,20,0
"056805-26-6",0.0263405499617997,25,20,0
"000112-52-7",0.0677699046508639,25,20,0
"001430-97-3",0.0169972731103412,25,20,0
"185957-97-5",0.0552991484307452,25,20,0
"000096-76-4",0.845035811948114,25,20,0
"1000140-77-5",0.239094860676697,25,20,0
"000294-62-2",0.0443960504985771,25,20,0
"000294-62-2",0.0768476147921321,25,20,0
"1000406-04-0",0.0357855246447704,25,20,0
"041446-53-1",0.0462191769609055,25,20,0
"054676-39-0",0.0398031868476075,25,20,0
"001120-36-1",0.0279111386837623,25,20,0
"000629-73-2",0.0591859757383111,25,20,0
"002156-97-0",0.258604252990303,25,20,0
"013360-61-7",0.119921977597136,25,20,0
"1000406-32-4",0.0747109628676343,25,20,0
"1000406-35-5",0.0240945984245367,25,20,0
"013475-77-9",0.0185353544596603,25,20,0
"003221-61-2",0.009505826105518,25,20,0
"019095-23-9",0.0211493759433225,25,20,0
"019095-23-9",0.00609890228420083,25,20,0
"000556-71-8",0.129702713107326,25,20,0
"019095-24-0",0.0621629931187834,25,20,0
"018919-94-3",0.150186762816953,25,20,0
"000556-71-8",0.727644081355341,25,20,0
"000556-71-8",0.401782260228017,25,20,0
"000556-71-8",0.300457560320878,25,20,0
"000556-68-3",0.581096428142927,25,20,0
"000556-71-8",0.436468258771672,25,20,0
"000556-68-3",0.687299730701168,25,20,0
"002385-85-5",1,25,20,0
"000107-52-8",0.865644321465067,25,20,0
"000556-71-8",1.13701693390635,25,20,0
"000556-71-8",1.68171342513848,25,20,0
"000107-52-8",1.88340865581314,25,20,0
"000556-68-3",4.26592033241555,25,20,0
"000556-68-3",7.60296697584253,25,20,0
"000556-71-8",1.26954610327923,25,20,0
"000556-71-8",1.81086998093012,25,20,0
"000556-71-8",9.29608403934593,25,20,0
"000556-71-8",8.01879055623095,25,20,0
"000556-71-8",0.429954858058016,25,20,0
"018919-94-3",2.63460412729761,25,20,0
"000556-71-8",2.94798751607851,25,20,0
"000107-52-8",2.18242348850537,25,20,0
"000556-71-8",5.56821821768674,25,20,0
"000556-71-8",1.95280611607971,25,20,0
"000556-71-8",0.357106356379014,25,20,0
"000556-71-8",0.808345334586113,25,20,0
"000556-71-8",0.208823576460519,25,20,0
"000556-71-8",0.381040022554305,25,20,0
"000556-71-8",0.903538098225645,25,20,0
"000556-71-8",0.211295028922021,25,20,0
"018919-94-3",0.528565672494521,25,20,0
"018919-94-3",0.132128808893561,25,20,0
"018919-94-3",2.59676859368744,25,20,0
"000556-68-3",0.608621201802833,25,20,0
"000107-52-8",2.05259047950438,25,20,0
"000556-71-8",1.07633197611903,25,20,0
"000556-71-8",1.28254916385425,25,20,0
"000556-71-8",1.64445822898025,25,20,0
"000556-71-8",3.25424047741218,25,20,0
"000107-52-8",0.766758238289487,25,20,0
"000107-52-8",1.47547809721133,25,20,0
"000556-71-8",2.65454999319805,25,20,0
"000107-52-8",1.53429841302191,25,20,0
"000107-52-8",5.38693821179266,25,20,0
"000556-71-8",0.21870657978093,25,20,0
"000556-71-8",0.362652088131248,25,20,0
"000556-71-8",0.206120991437321,25,20,0
"209414-08-4",4.92486409941896,25,20,0
"000107-52-8",4.40369201106319,25,20,0
"000556-71-8",1.21529513330247,25,20,0
"000556-71-8",0.0600244082230134,25,20,0
"000556-71-8",0.691050004740117,25,20,0
"000556-71-8",0.646617500385882,25,20,0
"000556-71-8",0.00711765248965647,25,20,0
"000556-71-8",0.0295555644301516,25,20,0
"000556-71-8",0.0142686673200192,25,20,0
"018919-94-3",0.370478862283838,25,20,0
"018919-94-3",0.106370064698407,25,20,0
"018919-94-3",0.216383681118027,25,20,0
"000556-71-8",0.00566946049991172,25,20,0
"000556-71-8",0.346361123962823,25,20,0
"000107-52-8",0.217782192028825,25,20,0
"000078-83-1",2.34702780699366,25,20,0
"017928-28-8",0.0209259442896119,25,20,0
"000110-86-1",0.713986090462634,25,20,0
"000543-27-1",1.16801686155622,25,20,0
"000541-05-9",1.55865303945049,25,20,0
"000541-05-9",10.8970053120405,25,20,0
"000541-05-9",11.1102147631449,25,20,0
"031656-92-5",0.0845210089133642,25,20,0
"000544-76-3",0.123729571668807,25,20,0
"002051-30-1",0.147476823829333,25,20,0
"002847-72-5",0.0815096689019704,25,20,0
"006975-98-0",0.227738654452998,25,20,0
"062016-18-6",0.173941077757127,25,20,0
"000529-20-4",0.757967747853909,25,20,0
"000638-36-8",0.0969778811955958,25,20,0
"001120-21-4",1.22445835264085,25,20,0
"000124-19-6",0.338725918415057,25,20,0
"001632-70-8",0.0566538886939878,25,20,0
"055590-26-6",0.186196134208624,25,20,0
"000541-02-6",4.67440714686885,25,20,0
"068595-69-7",0.126392022756425,25,20,0
"1000071-88-9",0.195223649051024,25,20,0
"068595-69-7",0.133092252578035,25,20,0
"959231-95-9",0.0737945981853935,25,20,0
"037148-64-4",0.170685055798871,25,20,0
"055682-87-6",0.0675884469726938,25,20,0
"033617-38-8",0.141154161534122,25,20,0
"005779-94-2",0.112997287681971,25,20,0
"017598-02-6",0.0266073185836143,25,20,0
"067860-04-2",0.0631757771340626,25,20,0
"028976-67-2",0.0147218809337029,25,20,0
"301327-68-4",0.0263405499617997,25,20,0
"004860-03-1",0.0677699046508639,25,20,0
"000121-00-6",0.0169972731103412,25,20,0
"000826-81-3",0.0552991484307452,25,20,0
"000096-76-4",0.845035811948114,25,20,0
"1000370-65-0",0.239094860676697,25,20,0
"074339-50-7",0.0443960504985771,25,20,0
"000295-17-0",0.0768476147921321,25,20,0
"041446-68-8",0.0357855246447704,25,20,0
"023051-84-5",0.0462191769609055,25,20,0
"062199-51-3",0.0398031868476075,25,20,0
"000629-73-2",0.0279111386837623,25,20,0
"001120-36-1",0.0591859757383111,25,20,0
"000294-62-2",0.258604252990303,25,20,0
"000294-62-2",0.119921977597136,25,20,0
"000630-02-4",0.0747109628676343,25,20,0
"000629-92-5",0.0240945984245367,25,20,0
"073105-67-6",0.009505826105518,25,20,0
"000629-92-5",0.0621629931187834,25,20,0
"000556-71-8",0.150186762816953,25,20,0
"000556-71-8",0.727644081355341,25,20,0
"000556-71-8",0.401782260228017,25,20,0
"000556-71-8",0.300457560320878,25,20,0
"000556-68-3",0.436468258771672,25,20,0
"000556-71-8",0.687299730701168,25,20,0
"005202-36-8",1,25,20,0
"000556-71-8",0.865644321465067,25,20,0
"000107-52-8",4.26592033241555,25,20,0
"000107-52-8",1.26954610327923,25,20,0
"000107-52-8",1.81086998093012,25,20,0
"000107-52-8",9.29608403934593,25,20,0
"000556-68-3",8.01879055623095,25,20,0
"018919-94-3",0.429954858058016,25,20,0
"000556-71-8",2.63460412729761,25,20,0
"000107-52-8",2.94798751607851,25,20,0
"000107-52-8",5.56821821768674,25,20,0
"000556-71-8",0.208823576460519,25,20,0
"000556-71-8",0.211295028922021,25,20,0
"000556-71-8",0.528565672494521,25,20,0
"000556-71-8",0.132128808893561,25,20,0
"000556-71-8",2.59676859368744,25,20,0
"000107-52-8",1.07633197611903,25,20,0
"000107-52-8",1.64445822898025,25,20,0
"000107-52-8",2.65454999319805,25,20,0
"000556-71-8",0.21870657978093,25,20,0
"018919-94-3",0.206120991437321,25,20,0
"000556-71-8",0.0600244082230134,25,20,0
"000556-68-3",0.346361123962823,25,20,0
"000556-71-8",0.217782192028825,25,20,0
"024569-83-3",0.77249461436007,25,20,0
"000078-83-1",9.28561215254589,25,20,0
"000078-83-1",8.13028145882373,25,20,0
"000078-83-1",0.485259958532279,25,20,0
"000078-83-1",2.6006281268973,25,20,0
"000078-83-1",1.35559629124938,25,20,0
"000078-83-1",3.79085891828463,25,20,0
"000078-83-1",2.75159040740402,25,20,0
"000078-83-1",2.02922364692894,25,20,0
"000541-05-9",0.158014614433403,25,20,0
"000541-05-9",0.153100749533598,25,20,0
"000541-05-9",0.0216021554374466,25,20,0
"000541-05-9",0.136826497093827,25,20,0
"000541-05-9",0.150919108304453,25,20,0
"000541-05-9",0.0263258513059216,25,20,0
"000541-05-9",3.53019399660163,25,20,0
"000541-05-9",9.81662728672626,25,20,0
"000541-05-9",6.17491009589398,25,20,0
"000541-05-9",7.2028455917604,25,20,0
"000541-05-9",2.66786769246501,25,20,0
"000541-05-9",6.18557323517995,25,20,0
"000541-05-9",17.5659756805676,25,20,0
"1000333-93-9",2.67960778149727,25,20,0
"000110-86-1",0.030223648049309,25,20,0
"000694-87-1",0.286013140951244,25,20,0
"000694-59-7",0.0735249722480783,25,20,0
"000497-23-4",0.267586185771196,25,20,0
"000591-12-8",0.149910678992434,25,20,0
"079901-91-0",0.0372071177937306,25,20,0
"000110-86-1",0.0306528492533131,25,20,0
"000100-52-7",0.0685239481336725,25,20,0
"000620-02-0",0.275045580984533,25,20,0
"001632-76-4",0.269261129719902,25,20,0
"000556-67-2",26.3301873304367,25,20,0
"000123-04-6",0.419369794827769,25,20,0
"000765-70-8",0.287078823402038,25,20,0
"013151-35-4",0.172740078439728,25,20,0
"002847-72-5",0.183252948924955,25,20,0
"006975-98-0",0.327052794294374,25,20,0
"013151-34-3",0.458901616674844,25,20,0
"000529-20-4",5.0073546411938,25,20,0
"178442-31-4",10.5270994116155,25,20,0
"001120-21-4",2.37170490807975,25,20,0
"000124-19-6",0.985442565107653,25,20,0
"037112-31-5",0.427379785214029,25,20,0
"1000454-24-5",0.353614864131949,25,20,0
"000541-02-6",9.69724444729854,25,20,0
"002426-02-0",0.0784169136644565,25,20,0
"000124-07-2",0.209556978598708,25,20,0
"000112-41-4",0.358901899312086,25,20,0
"1000146-59-1",0.242464369119554,25,20,0
"033617-38-8",0.413855847774738,25,20,0
"1000146-59-1",0.328901865701171,25,20,0
"1000441-73-7",0.256701710968739,25,20,0
"1000146-59-1",0.474061170745589,25,20,0
"1000146-59-1",0.34582315372441,25,20,0
"1000146-59-1",0.249261629300326,25,20,0
"1000146-59-1",0.188038264804921,25,20,0
"000112-05-0",0.764846297793321,25,20,0
"002437-56-1",0.153259306480521,25,20,0
"1000072-04-1",0.0848521053520901,25,20,0
"000540-97-6",3.85601243002946,25,20,0
"005461-06-3",0.0509379787964013,25,20,0
"000334-48-5",0.221130400777573,25,20,0
"001120-36-1",0.351505180817049,25,20,0
"000638-66-4",0.186277791261753,25,20,0
"000112-52-7",0.368990724813279,25,20,0
"013360-61-7",0.239760307321914,25,20,0
"007390-81-0",0.0558913492531604,25,20,0
"000096-76-4",0.70472441646613,25,20,0
"000629-92-5",0.054980187893165,25,20,0
"017312-80-0",0.0409811270636211,25,20,0
"000143-07-7",0.259539083332561,25,20,0
"1000322-44-0",0.0355320337995439,25,20,0
"007098-22-8",0.0760875753788434,25,20,0
"000629-73-2",0.384182603927242,25,20,0
"000544-76-3",0.131818521631018,25,20,0
"006846-50-0",0.406605222178845,25,20,0
"055638-48-7",0.140734504425896,25,20,0
"017312-55-9",0.109481140151508,25,20,0
"024851-98-7",0.0980162659515622,25,20,0
"000556-68-3",0.568253774938663,25,20,0
"002425-54-9",0.401458538033144,25,20,0
"1000383-15-8",0.12660189113343,25,20,0
"959014-11-0",0.38900624134328,25,20,0
"000112-95-8",0.308236079810239,25,20,0
"006561-44-0",0.0923080885482621,25,20,0
"000646-31-1",0.263532874887238,25,20,0
"018633-25-5",0.217472845690556,25,20,0
"000124-10-7",0.133095927385756,25,20,0
"000112-95-8",0.154006894719104,25,20,0
"000294-62-2",0.182956638150691,25,20,0
"000630-04-6",0.0719518668266275,25,20,0
"1000406-32-2",0.160745233946739,25,20,0
"000544-63-8",0.293276510685878,25,20,0
"006418-44-6",0.0725899013051118,25,20,0
"017312-55-9",0.0568156239627086,25,20,0
"000112-95-8",0.171268111318129,25,20,0
"1000131-11-8",0.0488805324457879,25,20,0
"000112-95-8",0.0765247591752452,25,20,0
"000112-95-8",0.0357871202768643,25,20,0
"000629-73-2",0.0429380334905272,25,20,0
"000638-66-4",0.194181423471154,25,20,0
"000556-71-8",0.405564709720348,25,20,0
"1000292-49-0",0.0613389784053943,25,20,0
"000629-97-0",0.112089283526302,25,20,0
"000646-31-1",0.103869110336385,25,20,0
"000629-97-0",0.0881978555421191,25,20,0
"1000423-13-4",0.0639282029088923,25,20,0
"1000308-97-5",0.0859150887445294,25,20,0
"004860-03-1",0.261909404018378,25,20,0
"006561-44-0",0.0945542652811772,25,20,0
"000629-97-0",0.147599813978861,25,20,0
"000629-79-8",0.580454511751038,25,20,0
"021164-95-4",0.0857413814228804,25,20,0
"1000130-97-9",0.129789950112235,25,20,0
"000112-39-0",0.634837787611404,25,20,0
"006418-44-6",0.0512044471518772,25,20,0
"001560-89-0",0.0816028210354219,25,20,0
"001560-89-0",0.135448882431972,25,20,0
"000438-23-3",0.0724157483842062,25,20,0
"000057-10-3",3.72607718909674,25,20,0
"000556-71-8",0.900345927614922,25,20,0
"000112-95-8",0.295448221417303,25,20,0
"001560-84-5",0.26327687174859,25,20,0
"000112-88-9",0.156135967967372,25,20,0
"007390-81-0",0.366611810427512,25,20,0
"000629-94-7",0.176211334843244,25,20,0
"1000130-81-4",0.223411359715322,25,20,0
"1000259-58-5",0.0828282699168354,25,20,0
"000112-95-8",0.15688281778433,25,20,0
"027458-90-8",0.145800076775479,25,20,0
"018435-45-5",0.186600125032605,25,20,0
"000082-38-2",0.103821202050592,25,20,0
"000112-95-8",0.215247573928481,25,20,0
"000112-95-8",0.153649664160752,25,20,0
"000112-95-8",0.0425029503763353,25,20,0
"000638-65-3",0.527672350408255,25,20,0
"000112-95-8",0.11982319334455,25,20,0
"000112-61-8",0.356135046213481,25,20,0
"000556-68-3",0.39971036302946,25,20,0
"049562-76-7",0.21687587000072,25,20,0
"000110-34-9",0.860472229286739,25,20,0
"000112-95-8",0.250159180785882,25,20,0
"000112-95-8",0.452433985361326,25,20,0
"042217-02-7",0.315945532595,25,20,0
"000629-92-5",0.301690417701178,25,20,0
"000112-95-8",0.145407083693929,25,20,0
"000112-95-8",0.239253686429919,25,20,0
"000112-95-8",0.250925140445247,25,20,0
"055255-85-1",0.119579616059458,25,20,0
"018919-94-3",0.297654739816376,25,20,0
"004276-49-7",0.16924654207338,25,20,0
"018919-94-3",0.165539971068131,25,20,0
"000556-71-8",0.0653200385527384,25,20,0
"018919-94-3",0.0861774575868443,25,20,0
"000646-13-9",0.997712064251033,25,20,0
"018919-94-3",0.0549025899654714,25,20,0
"018919-94-3",0.153366313959153,25,20,0
"018919-94-3",0.318664044539963,25,20,0
"018919-94-3",0.272921714881864,25,20,0
"018919-94-3",0.133328479272098,25,20,0
"018919-94-3",0.596580175935827,25,20,0
"018919-94-3",0.298920012539927,25,20,0
"1000268-74-7",0.158796539277563,25,20,0
"000556-71-8",0.116993536213572,25,20,0
"018919-94-3",0.26637196599105,25,20,0
"1000268-74-7",0.263498729252771,25,20,0
"018919-94-3",0.115383942578705,25,20,0
"018919-94-3",0.510415564338982,25,20,0
"018919-94-3",0.1625827834299,25,20,0
"018919-94-3",1.20537154116945,25,20,0
"000107-52-8",0.318620401275626,25,20,0
"018919-94-3",0.211296801799182,25,20,0
"018919-94-3",1.15529673905881,25,20,0
"018919-94-3",0.514324768423339,25,20,0
"018919-94-3",0.237682363405495,25,20,0
"018919-94-3",0.14020335011197,25,20,0
"018919-94-3",0.505066921878761,25,20,0
"018919-94-3",0.914231564336538,25,20,0
"002385-85-5",1,25,20,0
"018919-94-3",1.05023249332187,25,20,0
"018919-94-3",0.716406424818137,25,20,0
"018919-94-3",0.344777446851722,25,20,0
"018919-94-3",1.71210269988335,25,20,0
"018919-94-3",0.741840402846172,25,20,0
"018919-94-3",1.6416231057321,25,20,0
"018919-94-3",0.60003793704757,25,20,0
"018919-94-3",0.776534328100997,25,20,0
"018919-94-3",0.299296696688683,25,20,0
"018919-94-3",1.07227483716785,25,20,0
"018919-94-3",0.732123665455689,25,20,0
"018919-94-3",0.696240817727089,25,20,0
"018919-94-3",0.648941144129818,25,20,0
"018919-94-3",0.558039354104132,25,20,0
"018919-94-3",6.37863852163305,25,20,0
"018919-94-3",3.75001332978348,25,20,0
"209414-08-4",0.563904713462363,25,20,0
"000556-71-8",1.1940464196278,25,20,0
"000556-71-8",1.73263479326588,25,20,0
"000556-71-8",1.37887132814754,25,20,0
"000556-71-8",3.75531641926826,25,20,0
"055449-66-6",0.668770043691135,25,20,0
"000556-71-8",0.84786949828783,25,20,0
"000556-71-8",2.44656543041985,25,20,0
"000556-71-8",0.485629245733374,25,20,0
"000556-71-8",0.61041212431272,25,20,0
"000556-71-8",0.517772790008473,25,20,0
"000556-71-8",1.84930469710505,25,20,0
"000556-71-8",1.38496125679972,25,20,0
"000556-71-8",2.42887415961253,25,20,0
"000556-71-8",1.37706323914095,25,20,0
"000556-71-8",1.01374285398838,25,20,0
"000556-71-8",0.353691583592536,25,20,0
"000556-71-8",0.593231281088187,25,20,0
"209414-08-4",0.28721552052257,25,20,0
"000556-71-8",0.490246787127508,25,20,0
"209414-08-4",0.794979514656345,25,20,0
"000556-71-8",2.55710140586311,25,20,0
"209414-08-4",0.308646425799983,25,20,0
"019095-24-0",0.195552405069789,25,20,0
"019095-24-0",0.528702639546664,25,20,0
"019095-24-0",0.749568710845193,25,20,0
"018919-94-3",0.932246785803442,25,20,0
"018919-94-3",0.41895737361863,25,20,0
"018919-94-3",0.34595533119534,25,20,0
"018919-94-3",0.825728180481245,25,20,0
"018919-94-3",0.483881592717391,25,20,0
"018919-94-3",4.99325519321744,25,20,0
