"CAS","area","temperature","amount","duration"
"000078-83-1",17.9462647736778,-20,100,7
"000541-05-9",0.0185015614134355,-20,100,7
"000541-05-9",67.7951078591863,-20,100,7
"000541-05-9",191.72644646106,-20,100,7
"1000333-93-9",1.4885913876783,-20,100,7
"000111-84-2",0.809372863864681,-20,100,7
"005911-04-6",0.666493976148392,-20,100,7
"004435-53-4",0.411370330857116,-20,100,7
"000556-67-2",0.573342758924196,-20,100,7
"000556-67-2",146.209444243679,-20,100,7
"013151-35-4",0.40376858862655,-20,100,7
"002847-72-5",0.408419154681913,-20,100,7
"006975-98-0",0.452185362914843,-20,100,7
"000529-20-4",0.633242612821139,-20,100,7
"000529-20-4",17.1787817983714,-20,100,7
"000539-92-4",12.5705671527757,-20,100,7
"001120-21-4",0.755184754858651,-20,100,7
"000124-19-6",0.968356762133568,-20,100,7
"037112-31-5",0.668315825122335,-20,100,7
"000620-23-5",0.381812496970517,-20,100,7
"1000454-23-8",0.75102906431814,-20,100,7
"000541-02-6",49.7547754647327,-20,100,7
"014073-97-3",0.101178006890664,-20,100,7
"1000332-01-7",0.0868778882069253,-20,100,7
"001000-05-1",0.0877759748855675,-20,100,7
"1000441-73-7",0.168441563656253,-20,100,7
"001014-60-4",0.0906328471603328,-20,100,7
"000540-97-6",12.6811046818087,-20,100,7
"000112-95-8",0.193149745475452,-20,100,7
"000629-92-5",0.133038087737661,-20,100,7
"000719-22-2",0.17065942502296,-20,100,7
"000629-92-5",0.102398518524917,-20,100,7
"000826-81-3",0.542537857936893,-20,100,7
"000112-95-8",0.105379529606706,-20,100,7
"000096-76-4",1.70816830150757,-20,100,7
"005875-45-6",0.14191441237152,-20,100,7
"005875-45-6",0.121450066044725,-20,100,7
"000629-99-2",0.303930992900892,-20,100,7
"021391-99-1",0.0731678287882693,-20,100,7
"000112-95-8",0.0826038178762122,-20,100,7
"000629-73-2",0.134802266557053,-20,100,7
"000544-76-3",0.128194114700738,-20,100,7
"006846-50-0",0.956174601871968,-20,100,7
"001189-93-1",0.0842343395135582,-20,100,7
"000593-45-3",0.102189834151514,-20,100,7
"024851-98-7",0.115253443932052,-20,100,7
"000556-68-3",1.99626807711388,-20,100,7
"003555-45-1",0.316010210736823,-20,100,7
"004282-44-4",0.284737949537255,-20,100,7
"000112-95-8",0.0832737834996809,-20,100,7
"000118-60-5",0.064228634887452,-20,100,7
"000556-71-8",1.32090401526651,-20,100,7
"000088-29-9",0.116385330696344,-20,100,7
"1000308-91-6",0.328244682067877,-20,100,7
"000118-56-9",0.362106661150808,-20,100,7
"000057-10-3",0.119096947769077,-20,100,7
"000057-10-3",0.208649899289193,-20,100,7
"001560-86-7",0.0630657134214047,-20,100,7
"1000130-81-4",0.164431928181221,-20,100,7
"000556-68-3",0.632286376069877,-20,100,7
"000112-95-8",0.186550472103403,-20,100,7
"055449-66-6",0.479475983860035,-20,100,7
"018919-94-3",0.327984166543088,-20,100,7
"018919-94-3",0.272672489352618,-20,100,7
"002385-85-5",1,-20,100,7
"018919-94-3",0.260047444700241,-20,100,7
"001873-88-7",0.157172607492449,-20,100,7
"1000161-21-8",0.292239468877873,-20,100,7
"017928-28-8",0.0185015614134355,-20,100,7
"017928-28-8",67.7951078591863,-20,100,7
"017928-28-8",191.72644646106,-20,100,7
"000111-84-2",0.809372863864681,-20,100,7
"002051-30-1",0.666493976148392,-20,100,7
"003396-02-9",0.411370330857116,-20,100,7
"1000444-00-5",0.573342758924196,-20,100,7
"024030-13-5",146.209444243679,-20,100,7
"000921-47-1",0.40376858862655,-20,100,7
"1000309-38-9",0.408419154681913,-20,100,7
"006975-98-0",0.452185362914843,-20,100,7
"000620-23-5",0.633242612821139,-20,100,7
"000529-20-4",17.1787817983714,-20,100,7
"000539-92-4",12.5705671527757,-20,100,7
"001120-21-4",0.755184754858651,-20,100,7
"000124-19-6",0.968356762133568,-20,100,7
"000098-00-0",0.668315825122335,-20,100,7
"000104-87-0",0.381812496970517,-20,100,7
"000541-02-6",49.7547754647327,-20,100,7
"001196-31-2",0.101178006890664,-20,100,7
"068595-69-7",0.168441563656253,-20,100,7
"001014-60-4",0.0906328471603328,-20,100,7
"000540-97-6",12.6811046818087,-20,100,7
"000112-95-8",0.193149745475452,-20,100,7
"000629-92-5",0.133038087737661,-20,100,7
"000719-22-2",0.17065942502296,-20,100,7
"002050-77-3",0.102398518524917,-20,100,7
"208173-22-2",0.542537857936893,-20,100,7
"000629-92-5",0.105379529606706,-20,100,7
"000096-76-4",1.70816830150757,-20,100,7
"000096-76-4",0.14191441237152,-20,100,7
"000630-02-4",0.303930992900892,-20,100,7
"021391-99-1",0.0731678287882693,-20,100,7
"000630-02-4",0.0826038178762122,-20,100,7
"000629-73-2",0.134802266557053,-20,100,7
"000544-76-3",0.128194114700738,-20,100,7
"1000140-77-5",0.956174601871968,-20,100,7
"000630-02-4",0.102189834151514,-20,100,7
"056114-62-6",1.99626807711388,-20,100,7
"000629-94-7",0.284737949537255,-20,100,7
"055282-12-7",0.0832737834996809,-20,100,7
"000118-60-5",0.064228634887452,-20,100,7
"000556-71-8",1.32090401526651,-20,100,7
"001222-05-5",0.116385330696344,-20,100,7
"000084-69-5",0.328244682067877,-20,100,7
"000118-56-9",0.362106661150808,-20,100,7
"1000131-11-8",0.186550472103403,-20,100,7
"018919-94-3",0.479475983860035,-20,100,7
"038147-00-1",0.327984166543088,-20,100,7
"000556-68-3",0.272672489352618,-20,100,7
"002385-85-5",1,-20,100,7
"1000373-05-7",0.157172607492449,-20,100,7
"017928-28-8",0.292239468877873,-20,100,7
"000141-62-8",0.0185015614134355,-20,100,7
"000541-05-9",67.7951078591863,-20,100,7
"055429-29-3",191.72644646106,-20,100,7
"000111-84-2",0.809372863864681,-20,100,7
"1000365-52-0",0.411370330857116,-20,100,7
"1000364-61-2",0.573342758924196,-20,100,7
"017302-27-1",0.40376858862655,-20,100,7
"002847-72-5",0.408419154681913,-20,100,7
"006975-98-0",0.452185362914843,-20,100,7
"000620-23-5",0.633242612821139,-20,100,7
"000620-23-5",17.1787817983714,-20,100,7
"000539-92-4",12.5705671527757,-20,100,7
"001120-21-4",0.755184754858651,-20,100,7
"000124-19-6",0.968356762133568,-20,100,7
"000098-00-0",0.668315825122335,-20,100,7
"000541-02-6",49.7547754647327,-20,100,7
"010458-14-7",0.101178006890664,-20,100,7
"037148-64-4",0.168441563656253,-20,100,7
"017598-02-6",0.0906328471603328,-20,100,7
"000593-45-3",0.193149745475452,-20,100,7
"002050-77-3",0.133038087737661,-20,100,7
"000719-22-2",0.17065942502296,-20,100,7
"000629-92-5",0.102398518524917,-20,100,7
"016032-35-2",0.542537857936893,-20,100,7
"000629-92-5",0.105379529606706,-20,100,7
"000096-76-4",1.70816830150757,-20,100,7
"005875-45-6",0.14191441237152,-20,100,7
"1000406-32-1",0.303930992900892,-20,100,7
"081568-09-4",0.0731678287882693,-20,100,7
"000630-04-6",0.0826038178762122,-20,100,7
"006765-39-5",0.134802266557053,-20,100,7
"000112-95-8",0.128194114700738,-20,100,7
"014295-64-8",0.956174601871968,-20,100,7
"000629-92-5",0.102189834151514,-20,100,7
"1000309-13-0",0.284737949537255,-20,100,7
"1000406-32-1",0.0832737834996809,-20,100,7
"1000375-43-6",0.064228634887452,-20,100,7
"000556-71-8",1.32090401526651,-20,100,7
"001222-05-5",0.116385330696344,-20,100,7
"1000382-55-3",0.328244682067877,-20,100,7
"000118-56-9",0.362106661150808,-20,100,7
"330207-53-9",0.186550472103403,-20,100,7
"000556-68-3",0.479475983860035,-20,100,7
"000556-71-8",0.327984166543088,-20,100,7
"002385-85-5",1,-20,100,7
"013183-70-5",0.157172607492449,-20,100,7
"000141-62-8",0.292239468877873,-20,100,7
"000124-40-3",13.1563164661694,-80,100,7
"000598-55-0",0.51642286318936,-80,100,7
"000598-55-0",4.79995541216323,-80,100,7
"017928-28-8",1.91501284340174,-80,100,7
"000541-05-9",0.656998188560339,-80,100,7
"000541-05-9",145.198229032737,-80,100,7
"1000333-93-9",0.648160166752866,-80,100,7
"000111-84-2",0.994531816837352,-80,100,7
"000108-94-1",0.963331501571245,-80,100,7
"000871-83-0",1.38562282135299,-80,100,7
"002051-30-1",0.771764246751582,-80,100,7
"003212-67-7",0.279668916498517,-80,100,7
"000556-67-2",82.9616041932321,-80,100,7
"002847-72-5",1.67093447439942,-80,100,7
"013151-34-3",0.55161662362016,-80,100,7
"000539-92-4",10.1169301909334,-80,100,7
"001120-21-4",0.856267545363744,-80,100,7
"000124-19-6",0.965319552336708,-80,100,7
"000098-00-0",0.669902616378281,-80,100,7
"000541-02-6",25.0937752640157,-80,100,7
"029577-19-3",0.208897366430944,-80,100,7
"000540-97-6",7.58567869724971,-80,100,7
"000719-22-2",0.153731559234418,-80,100,7
"000096-76-4",1.88987503941267,-80,100,7
"006846-50-0",1.21648070861737,-80,100,7
"000112-95-8",0.149773389257048,-80,100,7
"000556-68-3",1.42241584119299,-80,100,7
"000112-95-8",0.408320699427008,-80,100,7
"000556-71-8",0.833491062413976,-80,100,7
"000118-56-9",0.219202600863078,-80,100,7
"000556-71-8",0.413729149939124,-80,100,7
"000629-78-7",0.348158691074196,-80,100,7
"018435-45-5",0.591223368776862,-80,100,7
"000556-68-3",1.19533629100101,-80,100,7
"056424-00-1",0.282952213350447,-80,100,7
"055449-66-6",0.19181130032395,-80,100,7
"018919-94-3",0.107864056247932,-80,100,7
"018919-94-3",0.0810403334728075,-80,100,7
"002385-85-5",1,-80,100,7
"1000316-17-5",0.0725176718399885,-80,100,7
"1000161-21-8",0.304343380902119,-80,100,7
"000109-83-1",4.79995541216323,-80,100,7
"000541-05-9",1.91501284340174,-80,100,7
"017928-28-8",0.656998188560339,-80,100,7
"017928-28-8",145.198229032737,-80,100,7
"000111-84-2",0.994531816837352,-80,100,7
"000108-94-1",0.963331501571245,-80,100,7
"000871-83-0",1.38562282135299,-80,100,7
"005911-04-6",0.771764246751582,-80,100,7
"001653-37-8",0.279668916498517,-80,100,7
"000556-67-2",82.9616041932321,-80,100,7
"002847-72-5",1.67093447439942,-80,100,7
"013151-34-3",0.55161662362016,-80,100,7
"000539-92-4",10.1169301909334,-80,100,7
"001120-21-4",0.856267545363744,-80,100,7
"000124-19-6",0.965319552336708,-80,100,7
"037112-31-5",0.669902616378281,-80,100,7
"000541-02-6",25.0937752640157,-80,100,7
"017598-02-6",0.208897366430944,-80,100,7
"000540-97-6",7.58567869724971,-80,100,7
"000719-22-2",0.153731559234418,-80,100,7
"000096-76-4",1.88987503941267,-80,100,7
"006846-50-0",1.21648070861737,-80,100,7
"000629-92-5",0.149773389257048,-80,100,7
"000630-02-4",0.408320699427008,-80,100,7
"000556-71-8",0.833491062413976,-80,100,7
"000118-56-9",0.219202600863078,-80,100,7
"038147-00-1",0.413729149939124,-80,100,7
"000593-45-3",0.348158691074196,-80,100,7
"000112-95-8",0.591223368776862,-80,100,7
"018435-45-5",0.282952213350447,-80,100,7
"002385-85-5",1,-80,100,7
"017151-09-6",0.304343380902119,-80,100,7
"055429-29-3",1.91501284340174,-80,100,7
"000141-62-8",0.656998188560339,-80,100,7
"000141-62-8",145.198229032737,-80,100,7
"000111-84-2",0.994531816837352,-80,100,7
"000629-92-5",1.38562282135299,-80,100,7
"005911-04-6",0.771764246751582,-80,100,7
"069775-79-7",0.279668916498517,-80,100,7
"1000305-54-5",82.9616041932321,-80,100,7
"002847-72-5",1.67093447439942,-80,100,7
"000539-92-4",10.1169301909334,-80,100,7
"001120-21-4",0.856267545363744,-80,100,7
"000124-19-6",0.965319552336708,-80,100,7
"055590-26-6",0.669902616378281,-80,100,7
"000541-02-6",25.0937752640157,-80,100,7
"018127-01-0",0.208897366430944,-80,100,7
"000719-22-2",0.153731559234418,-80,100,7
"000096-76-4",1.88987503941267,-80,100,7
"1000140-77-5",1.21648070861737,-80,100,7
"002050-77-3",0.149773389257048,-80,100,7
"000629-99-2",0.408320699427008,-80,100,7
"000556-71-8",0.833491062413976,-80,100,7
"000118-56-9",0.219202600863078,-80,100,7
"006765-39-5",0.348158691074196,-80,100,7
"1000382-54-3",0.591223368776862,-80,100,7
"000112-95-8",0.282952213350447,-80,100,7
"005202-36-8",1,-80,100,7
"097389-69-0",0.304343380902119,-80,100,7
"000541-05-9",0.0621303070455575,-80,100,7
"1000366-57-5",0.188881862362971,-80,100,7
"000541-05-9",0.0818936326614214,-80,100,7
"000541-05-9",0.0291425082602661,-80,100,7
"000541-05-9",0.0425914449231445,-80,100,7
"000541-05-9",0.0394815286088446,-80,100,7
"000541-05-9",0.0142915130286065,-80,100,7
"000541-05-9",93.5094077794659,-80,100,7
"000541-05-9",259.467499401,-80,100,7
"1000333-93-9",0.104446417747542,-80,100,7
"000111-84-2",1.32165379107153,-80,100,7
"000108-94-1",0.721267020258142,-80,100,7
"002051-30-1",0.94081626728994,-80,100,7
"001653-37-8",0.335801697281233,-80,100,7
"000556-67-2",0.624275415461042,-80,100,7
"000556-67-2",171.062915498165,-80,100,7
"000556-67-2",0.280978955900827,-80,100,7
"013151-35-4",0.473980868199501,-80,100,7
"002847-72-5",0.498164294822979,-80,100,7
"006975-98-0",0.590043726791428,-80,100,7
"013151-34-3",0.779035090551332,-80,100,7
"000529-20-4",16.1911134682599,-80,100,7
"001120-21-4",0.917257180652301,-80,100,7
"000124-19-6",1.53136218683966,-80,100,7
"037112-31-5",0.855136836988442,-80,100,7
"000541-02-6",53.8870272267607,-80,100,7
"1000332-01-7",0.312333622303336,-80,100,7
"033617-38-8",0.160695168133503,-80,100,7
"1000332-01-7",0.0507033620569325,-80,100,7
"000540-97-6",15.6009908966306,-80,100,7
"156785-76-1",0.0760963815392716,-80,100,7
"000126-86-3",0.689599848556598,-80,100,7
"1000360-41-7",0.109613963986016,-80,100,7
"000719-22-2",0.140833454123369,-80,100,7
"000629-92-5",0.101505112508135,-80,100,7
"018132-91-7",0.425713169760792,-80,100,7
"000096-76-4",1.89198362594859,-80,100,7
"005875-45-6",0.125408893831833,-80,100,7
"000629-99-2",0.338681401997256,-80,100,7
"006846-50-0",0.62871419780934,-80,100,7
"001189-93-1",0.062194302612619,-80,100,7
"056114-62-6",2.40617421183663,-80,100,7
"000629-92-5",0.110531648921469,-80,100,7
"000112-95-8",0.270813815723232,-80,100,7
"000556-71-8",1.53773798471253,-80,100,7
"156747-45-4",0.11728164841851,-80,100,7
"000088-29-9",0.128135507355993,-80,100,7
"000118-56-9",0.159278068690427,-80,100,7
"000556-71-8",0.968109035417235,-80,100,7
"005333-42-6",0.104927534121469,-80,100,7
"000112-95-8",0.106889649703786,-80,100,7
"000112-95-8",0.123769917542478,-80,100,7
"000556-68-3",0.830229819769131,-80,100,7
"000112-95-8",0.152540715024004,-80,100,7
"000112-88-9",0.105971677363091,-80,100,7
"000112-95-8",0.22485091571621,-80,100,7
"000556-71-8",0.705393820384945,-80,100,7
"018919-94-3",0.501959960043007,-80,100,7
"018919-94-3",0.456676198621164,-80,100,7
"002385-85-5",1,-80,100,7
"018919-94-3",0.453168417651165,-80,100,7
"018919-94-3",0.454821093590355,-80,100,7
"018919-94-3",0.465623985998383,-80,100,7
"1000316-17-5",0.415108012158774,-80,100,7
"017928-28-8",0.0621303070455575,-80,100,7
"000541-05-9",0.188881862362971,-80,100,7
"000141-62-8",0.0818936326614214,-80,100,7
"055429-29-3",0.0291425082602661,-80,100,7
"000541-05-9",0.0425914449231445,-80,100,7
"000541-05-9",0.0394815286088446,-80,100,7
"055429-29-3",0.0142915130286065,-80,100,7
"000541-05-9",93.5094077794659,-80,100,7
"000541-05-9",259.467499401,-80,100,7
"000111-84-2",1.32165379107153,-80,100,7
"098386-09-5",0.335801697281233,-80,100,7
"000556-67-2",0.624275415461042,-80,100,7
"000556-67-2",171.062915498165,-80,100,7
"002847-72-5",0.498164294822979,-80,100,7
"006975-98-0",0.590043726791428,-80,100,7
"000529-20-4",0.779035090551332,-80,100,7
"000529-20-4",16.1911134682599,-80,100,7
"001120-21-4",0.917257180652301,-80,100,7
"000124-19-6",1.53136218683966,-80,100,7
"037112-31-5",0.855136836988442,-80,100,7
"000541-02-6",53.8870272267607,-80,100,7
"154660-12-5",0.160695168133503,-80,100,7
"000540-97-6",15.6009908966306,-80,100,7
"331269-95-5",0.0760963815392716,-80,100,7
"006540-63-2",0.109613963986016,-80,100,7
"000719-22-2",0.140833454123369,-80,100,7
"056862-62-5",0.101505112508135,-80,100,7
"016032-35-2",0.425713169760792,-80,100,7
"000096-76-4",1.89198362594859,-80,100,7
"005406-57-5",0.125408893831833,-80,100,7
"000629-93-6",0.338681401997256,-80,100,7
"1000140-77-5",0.62871419780934,-80,100,7
"000556-68-3",2.40617421183663,-80,100,7
"000629-78-7",0.270813815723232,-80,100,7
"000556-71-8",1.53773798471253,-80,100,7
"001222-05-5",0.128135507355993,-80,100,7
"000118-56-9",0.159278068690427,-80,100,7
"1000351-89-1",0.104927534121469,-80,100,7
"040710-32-5",0.106889649703786,-80,100,7
"1000382-54-3",0.123769917542478,-80,100,7
"040710-32-5",0.152540715024004,-80,100,7
"003452-07-1",0.105971677363091,-80,100,7
"018435-45-5",0.22485091571621,-80,100,7
"018919-94-3",0.705393820384945,-80,100,7
"000556-71-8",0.501959960043007,-80,100,7
"002385-85-5",1,-80,100,7
"017928-28-8",0.0621303070455575,-80,100,7
"017928-28-8",0.188881862362971,-80,100,7
"1000366-57-5",0.0818936326614214,-80,100,7
"000141-62-8",0.0291425082602661,-80,100,7
"017928-28-8",0.0425914449231445,-80,100,7
"000541-05-9",0.0394815286088446,-80,100,7
"000541-05-9",0.0142915130286065,-80,100,7
"000141-62-8",93.5094077794659,-80,100,7
"017928-28-8",259.467499401,-80,100,7
"000111-84-2",1.32165379107153,-80,100,7
"005392-57-4",0.335801697281233,-80,100,7
"018030-67-6",0.624275415461042,-80,100,7
"1000305-54-5",171.062915498165,-80,100,7
"002847-72-5",0.498164294822979,-80,100,7
"000504-44-9",0.590043726791428,-80,100,7
"000620-23-5",0.779035090551332,-80,100,7
"000104-87-0",16.1911134682599,-80,100,7
"001120-21-4",0.917257180652301,-80,100,7
"000124-19-6",1.53136218683966,-80,100,7
"000098-00-0",0.855136836988442,-80,100,7
"000541-02-6",53.8870272267607,-80,100,7
"1000408-18-1",0.160695168133503,-80,100,7
"055282-27-4",0.109613963986016,-80,100,7
"000719-22-2",0.140833454123369,-80,100,7
"002050-77-3",0.101505112508135,-80,100,7
"000826-81-3",0.425713169760792,-80,100,7
"000096-76-4",1.89198362594859,-80,100,7
"000096-76-4",0.125408893831833,-80,100,7
"000593-45-3",0.338681401997256,-80,100,7
"000505-32-8",0.62871419780934,-80,100,7
"055268-65-0",2.40617421183663,-80,100,7
"004282-44-4",0.270813815723232,-80,100,7
"000556-71-8",1.53773798471253,-80,100,7
"001222-05-5",0.128135507355993,-80,100,7
"000118-56-9",0.159278068690427,-80,100,7
"1000351-88-7",0.104927534121469,-80,100,7
"003386-33-2",0.106889649703786,-80,100,7
"002425-77-6",0.123769917542478,-80,100,7
"1000406-32-7",0.152540715024004,-80,100,7
"000112-88-9",0.105971677363091,-80,100,7
"040710-32-5",0.22485091571621,-80,100,7
"000556-68-3",0.705393820384945,-80,100,7
"005202-36-8",1,-80,100,7
"000541-05-9",0.205390429779437,4,500,7
"000541-05-9",0.573680758801965,4,500,7
"000541-05-9",0.167575142998303,4,500,7
"000541-05-9",0.29717015079821,4,500,7
"000541-05-9",0.0411508332220296,4,500,7
"000541-05-9",132.719245639378,4,500,7
"000541-05-9",449.9615196463,4,500,7
"1000333-93-9",2.37298794158952,4,500,7
"000111-84-2",2.64630580694354,4,500,7
"002051-30-1",2.04556510750645,4,500,7
"019550-03-9",0.778441944180413,4,500,7
"000141-63-9",2.20076932503245,4,500,7
"000556-67-2",311.785149507951,4,500,7
"000099-87-6",1.33083569880816,4,500,7
"013151-35-4",1.19410714725681,4,500,7
"002847-72-5",1.47523626652212,4,500,7
"006975-98-0",1.54615561171892,4,500,7
"013151-34-3",1.8929995993065,4,500,7
"000529-20-4",28.8184905460973,4,500,7
"000539-92-4",27.3519651487429,4,500,7
"001120-21-4",2.32611279975829,4,500,7
"000124-19-6",2.4734289313673,4,500,7
"037112-31-5",1.37008680395714,4,500,7
"000541-02-6",106.00321673239,4,500,7
"000562-74-3",0.981621265543083,4,500,7
"035424-97-6",1.07374527175189,4,500,7
"028715-26-6",0.766280118470414,4,500,7
"033617-38-8",0.843640384717628,4,500,7
"017598-02-6",0.508409376487202,4,500,7
"036431-72-8",0.501189113066887,4,500,7
"000540-97-6",25.9094455387512,4,500,7
"055056-35-4",0.412830361415161,4,500,7
"065354-33-8",0.204755674221922,4,500,7
"000719-22-2",0.285616335327291,4,500,7
"000826-81-3",1.11078721359816,4,500,7
"000096-76-4",4.64087423800156,4,500,7
"1000196-74-3",0.776015090194939,4,500,7
"021391-99-1",0.623233674333442,4,500,7
"006846-50-0",3.60985307256702,4,500,7
"001189-93-1",0.244554977352389,4,500,7
"082509-29-3",0.313474259008796,4,500,7
"000556-68-3",4.04420628323714,4,500,7
"1000161-46-6",0.280847888189656,4,500,7
"000112-95-8",0.105467326622258,4,500,7
"000556-71-8",2.98272106545568,4,500,7
"078204-62-3",0.310055072662978,4,500,7
"000088-29-9",0.279115115740771,4,500,7
"1000309-06-1",0.640447123370805,4,500,7
"000118-56-9",0.564242092787128,4,500,7
"1000406-34-3",0.0334044164463285,4,500,7
"000112-95-8",0.199924010877078,4,500,7
"000593-45-3",0.257273591964345,4,500,7
"331416-19-4",0.411472185517199,4,500,7
"000112-95-8",0.0733724582221917,4,500,7
"000556-68-3",1.22521324933899,4,500,7
"040710-32-5",0.359726478059762,4,500,7
"195194-80-0",0.122347512782641,4,500,7
"000629-73-2",0.118119483170225,4,500,7
"018435-45-5",0.283572020441852,4,500,7
"000556-71-8",0.964109241496286,4,500,7
"018919-94-3",0.568425222683142,4,500,7
"000556-68-3",0.48144215295599,4,500,7
"002385-85-5",1,4,500,7
"018919-94-3",0.430486161810149,4,500,7
"097389-69-0",0.0593219267521912,4,500,7
"1000161-21-8",0.074562219660435,4,500,7
"097389-69-0",0.159933438196594,4,500,7
"017928-28-8",-0.152471818539012,4,500,7
"017928-28-8",0.303782566072283,4,500,7
"000541-05-9",0.205390429779437,4,500,7
"055429-29-3",0.573680758801965,4,500,7
"000541-05-9",0.167575142998303,4,500,7
"000541-05-9",0.29717015079821,4,500,7
"000541-05-9",0.0411508332220296,4,500,7
"000541-05-9",132.719245639378,4,500,7
"000541-05-9",449.9615196463,4,500,7
"000111-84-2",2.64630580694354,4,500,7
"005911-04-6",2.04556510750645,4,500,7
"019550-03-9",0.778441944180413,4,500,7
"000556-67-2",2.20076932503245,4,500,7
"073420-25-4",311.785149507951,4,500,7
"000934-74-7",1.33083569880816,4,500,7
"002216-32-2",1.19410714725681,4,500,7
"002847-72-5",1.47523626652212,4,500,7
"006975-98-0",1.54615561171892,4,500,7
"013151-34-3",1.8929995993065,4,500,7
"000620-23-5",28.8184905460973,4,500,7
"000539-92-4",27.3519651487429,4,500,7
"001120-21-4",2.32611279975829,4,500,7
"000124-19-6",2.4734289313673,4,500,7
"037112-31-5",1.37008680395714,4,500,7
"000541-02-6",106.00321673239,4,500,7
"1000408-18-1",0.843640384717628,4,500,7
"001014-60-4",0.508409376487202,4,500,7
"036431-72-8",0.501189113066887,4,500,7
"000540-97-6",25.9094455387512,4,500,7
"000719-22-2",0.285616335327291,4,500,7
"016032-35-2",1.11078721359816,4,500,7
"000096-76-4",4.64087423800156,4,500,7
"001138-52-9",0.776015090194939,4,500,7
"050277-34-4",0.623233674333442,4,500,7
"1000140-77-5",3.60985307256702,4,500,7
"000630-02-4",0.105467326622258,4,500,7
"000556-71-8",2.98272106545568,4,500,7
"001222-05-5",0.279115115740771,4,500,7
"1000309-07-3",0.640447123370805,4,500,7
"000118-56-9",0.564242092787128,4,500,7
"000593-45-3",0.257273591964345,4,500,7
"000593-45-3",0.0733724582221917,4,500,7
"018919-94-3",1.22521324933899,4,500,7
"003452-07-1",0.122347512782641,4,500,7
"000112-88-9",0.118119483170225,4,500,7
"1000130-97-9",0.283572020441852,4,500,7
"000556-71-8",0.568425222683142,4,500,7
"002385-85-5",1,4,500,7
"017928-28-8",0.0593219267521912,4,500,7
"017928-28-8",0.074562219660435,4,500,7
"000141-62-8",0.159933438196594,4,500,7
"000141-62-8",-0.152471818539012,4,500,7
"1000161-21-8",0.303782566072283,4,500,7
"1000332-57-2",0.205390429779437,4,500,7
"017928-28-8",0.573680758801965,4,500,7
"000141-62-8",0.167575142998303,4,500,7
"000141-62-8",0.29717015079821,4,500,7
"000141-62-8",0.0411508332220296,4,500,7
"017928-28-8",132.719245639378,4,500,7
"055429-29-3",449.9615196463,4,500,7
"000111-84-2",2.64630580694354,4,500,7
"005911-04-6",2.04556510750645,4,500,7
"001653-37-8",0.778441944180413,4,500,7
"000556-67-2",2.20076932503245,4,500,7
"1000305-54-5",311.785149507951,4,500,7
"000527-53-7",1.33083569880816,4,500,7
"013475-81-5",1.19410714725681,4,500,7
"1000357-85-7",1.47523626652212,4,500,7
"000638-36-8",1.54615561171892,4,500,7
"000529-20-4",1.8929995993065,4,500,7
"000529-20-4",28.8184905460973,4,500,7
"000539-92-4",27.3519651487429,4,500,7
"001120-21-4",2.32611279975829,4,500,7
"000124-19-6",2.4734289313673,4,500,7
"000098-00-0",1.37008680395714,4,500,7
"000541-02-6",106.00321673239,4,500,7
"017598-02-6",0.508409376487202,4,500,7
"000719-22-2",0.285616335327291,4,500,7
"023351-09-9",1.11078721359816,4,500,7
"000096-76-4",4.64087423800156,4,500,7
"000096-76-4",0.776015090194939,4,500,7
"1000357-25-8",0.623233674333442,4,500,7
"062635-58-9",3.60985307256702,4,500,7
"1000406-32-1",0.105467326622258,4,500,7
"000556-71-8",2.98272106545568,4,500,7
"001222-05-5",0.279115115740771,4,500,7
"017851-53-5",0.640447123370805,4,500,7
"000118-56-9",0.564242092787128,4,500,7
"000593-45-3",0.257273591964345,4,500,7
"1000383-11-5",0.0733724582221917,4,500,7
"000556-71-8",1.22521324933899,4,500,7
"001599-68-4",0.122347512782641,4,500,7
"006765-39-5",0.118119483170225,4,500,7
"000629-73-2",0.283572020441852,4,500,7
"002385-85-5",1,4,500,7
"017151-09-6",0.0593219267521912,4,500,7
"055012-80-1",0.074562219660435,4,500,7
"017928-28-8",0.159933438196594,4,500,7
"002919-23-5",30.836414404551,4,500,7
"000109-83-1",7.61733942986614,4,500,7
"013031-76-0",2.25348477195363,4,500,7
"000078-83-1",87.9546589577236,4,500,7
"000110-86-1",0.407611750143907,4,500,7
"017928-28-8",0.0944093665874692,4,500,7
"000543-27-1",1.7377225296808,4,500,7
"000541-05-9",43.4161700924088,4,500,7
"000541-05-9",208.098253385917,4,500,7
"1000333-93-9",2.81467608171208,4,500,7
"000694-87-1",0.708115458347516,4,500,7
"000111-84-2",2.11571751186609,4,500,7
"000096-48-0",0.414655907694171,4,500,7
"000497-23-4",0.712067273927273,4,500,7
"000108-94-1",2.11989877226871,4,500,7
"005911-04-6",1.61883724365491,4,500,7
"000108-95-2",1.04723465468113,4,500,7
"000556-67-2",147.199764208295,4,500,7
"000111-65-9",0.834653144785602,4,500,7
"013151-35-4",1.0458193251728,4,500,7
"002847-72-5",1.16710131474906,4,500,7
"006975-98-0",1.18940947173919,4,500,7
"013151-34-3",1.22661290454604,4,500,7
"000104-87-0",8.5153334499447,4,500,7
"000539-92-4",24.9766278587572,4,500,7
"001120-21-4",2.77771355337621,4,500,7
"000124-19-6",2.42280724355543,4,500,7
"037112-31-5",1.40256849752805,4,500,7
"1000454-23-8",4.312400334118,4,500,7
"000541-02-6",42.6102611452319,4,500,7
